Ticker,Name,Date,Open,High,Low,Close,Volume,OPENINT
530835,ELTROL LTD. ,20121105,0.24,0.24,0.24,0.24,690,690
533218,EMAMI INFRA ,20121105,23.5,24.4,23.5,23.55,3363,3244
531162,EMAMI LTD.  ,20121105,577.3,587,565,573.85,10769,7337
504008,EMCO LTD.   ,20121105,29.1,29.35,28.85,28.9,36973,19179
532737,EMKAY GLOB F,20121105,20.85,21.7,20.85,21.45,1193,1091
533161,EMMBI POLY  ,20121105,13,13,12.35,12.43,6663,5037
532038,EMMSONS INT.,20121105,122,122,111,112.1,818,450
532920,EMPEE DIST  ,20121105,82.3,82.3,74.3,75,11363,6493
500132,EMPEE SUGARS,20121105,9.93,9.94,9.61,9.94,3126,2100
509525,EMPIRE IND. ,20121105,720,729.8,707.25,713.1,321,293
531470,EMPORIS     ,20121105,6.57,6.57,6.57,6.57,11578,11578
504351,EMPOWER     ,20121105,0.31,0.31,0.29,0.29,68508,68508
531750,ENCORE SOFT.,20121105,2.6,2.6,2.54,2.54,2900,2900
532219,ENERGY DEV. ,20121105,25.5,25.85,25.25,25.45,1011,900
532178,ENGINRS.(I) ,20121105,237.5,238.85,234.55,235.2,4849,2812
533477,ENKEI WHEEL ,20121105,51.05,54.95,50.85,54.95,670,670
512369,ENNORE COKE ,20121105,23.05,23.4,22.05,23.05,19489,18732
512135,ENSA STEEL  ,20121105,8.01,8.01,8.01,8.01,30,30
532700,ENT NETWORK ,20121105,240,250.9,240,246.45,2916,1675
532287,ENTEGRA LTD ,20121105,8.56,8.81,8.5,8.65,5987,5854
500246,ENVAIN ELECT,20121105,24.35,24.35,24.35,24.35,50,50
532658,EON ELECT   ,20121105,36.65,36.65,33.45,35.3,1284,1284
523754,EPC INDUS.  ,20121105,123.5,124.35,120.1,122.9,1307,1307
530407,EPIC ENERGY ,20121105,12.25,12.7,11.9,12.24,1446,1421
524374,EPIC ENZYMES,20121105,1.55,1.6,1.55,1.6,700,700
531155,EPSOM PRO   ,20121105,3.06,3.06,3.06,3.06,622,622
531615,ERA FIN.(I) ,20121105,17.45,17.45,17.45,17.45,1,1
530323,ERA INFRA   ,20121105,137.2,137.7,136.5,137.35,65898,8151
533261,EROS MEDIA  ,20121105,168.1,173.15,168,169.4,217151,52949
531502,ESAAR (I)LTD,20121105,51,53.1,49.25,51.5,693361,667910
500133,ESAB INDIA  ,20121105,442,443.45,433,435.05,2067,1364
511716,ESCORT FINAN,20121105,4.58,4.78,4.52,4.7,720,710
500495,ESCORTS LTD.,20121105,65.65,65.65,64.25,64.4,100699,37274
514118,ESKAY K'N'IT,20121105,0.94,0.98,0.92,0.93,6580,6280
532787,ESS DEE ALUM,20121105,268,279.9,264.25,268.2,14605,7758
500134,ESSAR OIL   ,20121105,65.5,67.65,64.4,65.85,1436725,274151
533149,ESSAR SECU  ,20121105,36.35,39.65,36.35,39.2,252,249
533704,ESSAR SHIP  ,20121105,30.6,30.9,29.8,30.55,20130,15916
500630,ESSAR SHIP. ,20121105,101.5,102,100.25,101.35,17371,14190
500135,ESSEL PROP  ,20121105,42.25,43.2,41.35,41.55,88285,44651
500136,ESTER INDUS.,20121105,17.65,17.65,16.5,16.6,21196,19150
532823,EURO CERAMIC,20121105,8,8.58,8,8.58,101,101
526468,EURO LEDAR F,20121105,6.16,6.16,6.16,6.16,510,510
533109,EURO MULTI  ,20121105,3.8,4.01,3.8,4.01,1201,1082
531082,EUROFINMART ,20121105,106.2,106.2,106.2,106.2,300,300
521014,EUROTEX IND ,20121105,19.5,19.5,17.65,18.35,361,110
531508,EVEREADY (I),20121105,24.25,24.3,22.3,22.5,228257,228257
508906,EVEREST INDS,20121105,222,224.15,220.25,221.8,4660,3102
532684,EVEREST KANT,20121105,28.4,28.4,27.6,28.1,29635,29635
514358,EVERLON SYN.,20121105,10.65,10.65,10.6,10.6,450,450
532876,EVERONN     ,20121105,148.95,152.5,146,146.65,68830,19852
532511,EXCEL CROP. ,20121105,229.75,234.75,223.2,225.6,21530,7517
502223,EXCEL GLASSS,20121105,2.64,2.65,2.47,2.52,33615,33615
500650,EXCEL INDUST,20121105,79.1,81.6,79.1,81.5,1910,1438
533090,EXCEL INFO  ,20121105,28.75,29.3,28.75,28.75,1728,1728
530337,EXELON INFRA,20121105,7.18,7.87,7.14,7.79,5329,5186
500086,EXIDE IND.  ,20121105,143.1,143.1,138.75,139.65,100224,49160
531320,EXOTICCOAL  ,20121105,10.85,11.5,10.85,11.49,630,625
526614,EXPO GAS    ,20121105,6.04,6.05,5.93,5.98,4320,4010
532656,FACOR ALLOYS,20121105,2.47,2.5,2.33,2.38,163815,113292
532657,FACOR STEELS,20121105,1.3,1.4,1.28,1.37,45606,45606
511668,FACT ENTERP ,20121105,8,8.5,7.85,7.87,16745,8300
505790,FAG BEARINGS,20121105,1749.95,1749.95,1704.1,1712.9,64,40
520145,FAIRFIELD AT,20121105,136.3,136.3,128.7,130.35,20775,20775
509527,FALCON TYRES,20121105,23.6,23.6,23.1,23.35,2733,2733
532631,FAME INDIA L,20121105,45,46.45,45,46.45,51,51
590094,FARMAX IND  ,20121105,0.63,0.64,0.58,0.59,80338,59826
531252,FARRY IND.  ,20121105,15.25,15.65,14.7,15.65,41046,41046
532084,FAST TRACK E,20121105,1.32,1.32,1.32,1.32,500,500
532666,FCS SOFTWARE,20121105,0.39,0.39,0.37,0.37,310437,240284
531599,FDC LIMITED ,20121105,87.8,89.5,86.65,88.05,96336,25474
505744,FED MOG GOE ,20121105,200.8,204.95,200,202.7,782,582
500139,FEDDER.LLYOD,20121105,53.05,54.7,52.05,53.05,6062,3812
500469,FEDERAL BANK,20121105,477,481,476,479.65,5650,1996
530863,FEINDIALTD  ,20121105,29.75,29.75,28.1,28.1,31,30
526689,FENOPLAS.LTD,20121105,26.95,29.75,26.95,29.75,99,89
500141,FERRO ALLOYS,20121105,7.85,8.15,7.76,7.82,18354,11978
590024,FERT CHE(PS ,20121105,28.4,28.75,28.05,28.1,7254,4578
533896,FERVENTSYN  ,20121105,25.5,25.95,25.5,25.95,35,35
500142,FGP LTD.    ,20121105,2.42,2.78,2.42,2.61,2892,2351
532768,FIEM INDS   ,20121105,173,174.25,173,173,3064,999
532022,FILAT FASH  ,20121105,6.11,6.9,6.11,6.62,2268,2196
526227,FILATEX INDI,20121105,35.95,36,34,35.15,2845,2445
531820,FINALYSIS CR,20121105,75.8,76.3,75,75.8,122749,122749
526881,FINANC.TEC. ,20121105,1030.3,1053,1030.25,1043.55,41309,7047
512219,FINAVENT    ,20121105,40.9,41,40.9,41,1100,1100
533333,FINEOTEX  CH,20121105,34.4,34.75,33.5,33.95,54887,51105
500144,FINOL. CABLE,20121105,44.2,44.25,42.6,42.7,37554,22650
500940,FINOLEX IND.,20121105,64.65,64.75,63.35,64.4,14636,9660
531754,FINTECH COMM,20121105,2.23,2.48,2.23,2.48,700,538
511369,FIRST FIN.  ,20121105,72.3,72.3,72.3,72.3,5,5
500145,FIRST LEASIN,20121105,54,54.55,53.35,54.45,6089,4777
532996,FIRST WIN   ,20121105,10.55,10.6,9.75,9.75,6188,4350
532379,FIRSTOBJ    ,20121105,14.5,16.05,14.5,14.6,940,841
532545,FKONCO      ,20121105,96.65,96.8,93.05,93.8,131456,53052
523576,FLAWLESS DIA,20121105,0.48,0.48,0.44,0.46,10896,10830
523672,FLEX FOODS  ,20121105,26.5,26.5,26.1,26.5,3076,2876
533638,FLEXITUFF   ,20121105,219.75,226,210.5,214.95,59701,30508
522017,FLUIDOMAT   ,20121105,40.15,40.15,40,40,300,300
533296,FMNL        ,20121105,28.9,30.65,28.1,30.05,7157,6365
507552,FOODS & INNS,20121105,185,185,185,185,5,5
502865,FORBES & CO ,20121105,743.1,750,711,743.9,3217,3067
500033,FORCE MOTR  ,20121105,477.9,479,475.05,476.1,766,627
532843,FORTIS      ,20121105,103.3,104.85,103.3,103.95,23883,14734
523696,FORTIS MLR  ,20121105,43,43,40.1,40.15,32813,24888
500150,FOSECO INDIA,20121105,593,600,580,588,155,101
513579,FOUNDRY FUEL,20121105,11.1,11.1,11.05,11.05,1100,1100
532521,FOUR SOFT   ,20121105,10.6,10.78,10.05,10.38,38853,38853
532403,FOURTH GEN. ,20121105,0.24,0.24,0.23,0.23,25600,25600
530077,FRESHTROP FR,20121105,16.3,16.6,16.3,16.4,5388,5383
521167,FRONT BUSS  ,20121105,163,166.45,155,157.4,229282,168831
531225,FRONTIER INF,20121105,1.12,1.12,1.12,1.12,2700,2700
522195,FRONTIER SPR,20121105,27.05,27.5,25.1,25.25,567,303
532809,FSL         ,20121105,11.7,11.94,10.94,11.79,491619,242450
506803,FULFORD (I) ,20121105,863.1,885,863.05,867,194,133
534063,FUT SOL     ,20121105,31.8,31.9,31.35,31.8,9935,9935
500720,FUTURA POLY.,20121105,3.53,3.76,3.52,3.53,3526,3526
523113,FUTURA SEC. ,20121105,9.23,9.23,9.23,9.23,25,25
532938,FUTURE CAP  ,20121105,159,186.3,157.6,179,347646,30614
533400,FUTURE VENT ,20121105,9.25,9.49,9.2,9.24,253637,154915
505250,G.G.DANDEKAR,20121105,61,62.7,60.85,61.95,1217,1015
507488,G.M.BREWERI ,20121105,78.55,79,78,78.1,661,599
517564,G.R.CABLES  ,20121105,0.66,0.66,0.66,0.66,400,400
513059,G.S.AUTO INT,20121105,15.4,15.4,14.1,14.4,3269,2157
523277,G.V.FILMS   ,20121105,0.5,0.51,0.49,0.5,88403,88403
505714,GABRIEL(I)  ,20121105,26.3,26.6,26.1,26.25,17688,10512
524624,GAGAN GASES ,20121105,6.24,6.24,6.24,6.24,2600,2600
531196,GAGAN POLYCO,20121105,12.85,12.86,12.85,12.85,1220,1220
532155,GAIL (I) LTD,20121105,358.8,360.1,353.5,356.45,35186,14268
505711,GAJRA BEVEL ,20121105,2.64,2.85,2.64,2.85,452,451
504697,GALADA TELE.,20121105,5.41,5.41,5.19,5.19,56,56
506186,GALAXY ENTER,20121105,8.3,8.3,8.3,8.3,4475,4475
532726,GALLAN METAL,20121105,28.4,28.9,27.85,28.15,167377,94874
533265,GALLISPAT   ,20121105,66.6,67,65,65,28302,28295
517391,GAMMA INFOW.,20121105,3.51,3.83,3.51,3.61,701,401
509550,GAMMON INDIA,20121105,41,41.05,39.95,40.25,36075,21623
532959,GAMMON INFRA,20121105,13.55,13.65,13.36,13.45,16094,9674
513108,GANDHI SP.TU,20121105,138,140,137,138.45,37561,28927
530237,GANDHI.HOTEL,20121105,16.1,16.35,16.1,16.2,20,0
500153,GANESH BENZO,20121105,7.07,7.99,6.8,7.09,9874,9024
514167,GANESH ECOSP,20121105,43.75,50,43.75,44.25,4878,3837
526367,GANESH HSG. ,20121105,81.55,88,80.5,84.75,6681,5051
532643,GANESHFORGIN,20121105,2.5,2.5,2.49,2.49,2596,2496
530945,GANGOTRI IRO,20121105,38.8,38.95,38.15,38.35,117834,112390
521176,GANGOTRI TEX,20121105,2.8,2.8,2.7,2.71,950,800
500155,GARDEN SILK ,20121105,61.5,65,61.5,62.55,26912,10621
526727,GARNET CONST,20121105,15.95,15.95,15.95,15.95,5,5
